Valdistriktnamn;Parti;Röster
Kapellgärdet - Djäknegatan;Vänsterpartiet;127
Kapellgärdet - Djäknegatan;Miljöpartiet de gröna;62
Kapellgärdet - Djäknegatan;Kristdemokraterna;21
Kapellgärdet - Djäknegatan;Sverigedemokraterna;50
Kapellgärdet - Djäknegatan;Enhet;1
Kapellgärdet - Djäknegatan;Piratpartiet;5
Kapellgärdet - Djäknegatan;Landsbygdspartiet Oberoende;1
Kapellgärdet - Djäknegatan;Direktdemokraterna;1
Kapellgärdet - Djäknegatan;Medborgerlig Samling;3
Kapellgärdet - Djäknegatan;Partiet Nyans;2
Kapellgärdet - Djäknegatan;Klimatalliansen;1
Kapellgärdet - Djäknegatan;Kristna Värdepartiet;3
Kapellgärdet - Djäknegatan;Volt Sverige;1
Kapellgärdet - Djäknegatan;övriga anmälda partier;0
Kapellgärdet - Djäknegatan;Summa giltiga röster;646
Kapellgärdet - Djäknegatan;ej anmält deltagande;0
Kapellgärdet - Djäknegatan;blanka röster;7
Kapellgärdet - Djäknegatan;övriga ogiltiga;2
Kapellgärdet - Djäknegatan;Valdeltagande;655
Kapellgärdet - Väktargatan;Moderaterna;158
Kapellgärdet - Väktargatan;Arbetarepartiet-Socialdemokraterna;285
Kapellgärdet - Väktargatan;Liberalerna (tidigare Folkpartiet);53
Kapellgärdet - Väktargatan;Centerpartiet;104
Kapellgärdet - Väktargatan;Vänsterpartiet;183
Kapellgärdet - Väktargatan;Miljöpartiet de gröna;103
Kapellgärdet - Väktargatan;Kristdemokraterna;35
Kapellgärdet - Väktargatan;Sverigedemokraterna;70
Kapellgärdet - Väktargatan;Piratpartiet;4
Kapellgärdet - Väktargatan;Feministiskt initiativ;1
Kapellgärdet - Väktargatan;Socialisterna-Välfärdspartiet;1
Kapellgärdet - Väktargatan;Landsbygdspartiet Oberoende;1
Kapellgärdet - Väktargatan;Medborgerlig Samling;4
Kapellgärdet - Väktargatan;Alternativ för Sverige;1
Kapellgärdet - Väktargatan;Partiet Vändpunkt;1
Kapellgärdet - Väktargatan;Partiet Nyans;4
Kapellgärdet - Väktargatan;Kristna Värdepartiet;3
Kapellgärdet - Väktargatan;övriga anmälda partier;0
Kapellgärdet - Väktargatan;Summa giltiga röster;1011
Kapellgärdet - Väktargatan;ej anmält deltagande;0
Kapellgärdet - Väktargatan;blanka röster;12
Kapellgärdet - Väktargatan;övriga ogiltiga;1
Kapellgärdet - Väktargatan;Valdeltagande;1024
Kapellgärdet - Kantorsgatan;Moderaterna;109
Kapellgärdet - Kantorsgatan;Arbetarepartiet-Socialdemokraterna;265
Kapellgärdet - Kantorsgatan;Liberalerna (tidigare Folkpartiet);61
Kapellgärdet - Kantorsgatan;Centerpartiet;74
Kapellgärdet - Kantorsgatan;Vänsterpartiet;243
Kapellgärdet - Kantorsgatan;Miljöpartiet de gröna;90
Kapellgärdet - Kantorsgatan;Kristdemokraterna;28
Kapellgärdet - Kantorsgatan;Sverigedemokraterna;59
Kapellgärdet - Kantorsgatan;Piratpartiet;5
Kapellgärdet - Kantorsgatan;Feministiskt initiativ;1
Kapellgärdet - Kantorsgatan;Medborgerlig Samling;2
Kapellgärdet - Kantorsgatan;Alternativ för Sverige;2
Kapellgärdet - Kantorsgatan;Partiet Nyans;7
Kapellgärdet - Kantorsgatan;Knapptryckarna;1
Kapellgärdet - Kantorsgatan;Klimatalliansen;1
Kapellgärdet - Kantorsgatan;Kristna Värdepartiet;1
Kapellgärdet - Kantorsgatan;MoD;1
Kapellgärdet - Kantorsgatan;SKP;1
Kapellgärdet - Kantorsgatan;övriga anmälda partier;0
Kapellgärdet - Kantorsgatan;Summa giltiga röster;951
Kapellgärdet - Kantorsgatan;ej anmält deltagande;1
Kapellgärdet - Kantorsgatan;blanka röster;10
Kapellgärdet - Kantorsgatan;övriga ogiltiga;2
Kapellgärdet - Kantorsgatan;Valdeltagande;964
Höganäs östra;Moderaterna;196
Höganäs östra;Arbetarepartiet-Socialdemokraterna;301
Höganäs östra;Liberalerna (tidigare Folkpartiet);71
Höganäs östra;Centerpartiet;110
Höganäs östra;Vänsterpartiet;106
Höganäs östra;Miljöpartiet de gröna;90
Höganäs östra;Kristdemokraterna;39
Höganäs östra;Sverigedemokraterna;66
Höganäs östra;Piratpartiet;1
Höganäs östra;Feministiskt initiativ;1
Höganäs östra;Nordiska motståndsrörelsen;1
Höganäs östra;Medborgerlig Samling;2
Höganäs östra;Alternativ för Sverige;1
Höganäs östra;Partiet Nyans;1
Höganäs östra;Kristna Värdepartiet;1
Höganäs östra;övriga anmälda partier;0
Höganäs östra;Summa giltiga röster;987
Höganäs östra;ej anmält deltagande;0
Höganäs östra;blanka röster;8
Höganäs östra;övriga ogiltiga;0
Höganäs östra;Valdeltagande;995
Kvarngärdet södra;Moderaterna;88
Kvarngärdet södra;Arbetarepartiet-Socialdemokraterna;330
Kvarngärdet södra;Liberalerna (tidigare Folkpartiet);24
Kvarngärdet södra;Centerpartiet;49
Kvarngärdet södra;Vänsterpartiet;143
Kvarngärdet södra;Miljöpartiet de gröna;42
Kvarngärdet södra;Kristdemokraterna;24
Kvarngärdet södra;Sverigedemokraterna;105
Kvarngärdet södra;Piratpartiet;1
Kvarngärdet södra;Socialisterna-Välfärdspartiet;2
Kvarngärdet södra;Landsbygdspartiet Oberoende;1
Kvarngärdet södra;Medborgerlig Samling;1
Kvarngärdet södra;Alternativ för Sverige;1
Kvarngärdet södra;Partiet Nyans;21
Kvarngärdet södra;Basinkomstpartiet;2
Kvarngärdet södra;Kristna Värdepartiet;2
Kvarngärdet södra;övriga anmälda partier;0
Kvarngärdet södra;Summa giltiga röster;836
Kvarngärdet södra;ej anmält deltagande;0
Kvarngärdet södra;blanka röster;8
Kvarngärdet södra;övriga ogiltiga;2
Kvarngärdet södra;Valdeltagande;846
Kvarngärdet norra;Moderaterna;123
Kvarngärdet norra;Arbetarepartiet-Socialdemokraterna;320
Kvarngärdet norra;Liberalerna (tidigare Folkpartiet);35
Kvarngärdet norra;Centerpartiet;65
Kvarngärdet norra;Vänsterpartiet;197
Kvarngärdet norra;Miljöpartiet de gröna;78
Kvarngärdet norra;Kristdemokraterna;27
Kvarngärdet norra;Sverigedemokraterna;105
Kvarngärdet norra;Piratpartiet;3
Kvarngärdet norra;Feministiskt initiativ;1
Kvarngärdet norra;Socialisterna-Välfärdspartiet;3
Kvarngärdet norra;Medborgerlig Samling;3
Kvarngärdet norra;Alternativ för Sverige;2
Kvarngärdet norra;Partiet Nyans;25
Kvarngärdet norra;Klimatalliansen;1
Kvarngärdet norra;Kristna Värdepartiet;1
Kvarngärdet norra;MoD;1
Kvarngärdet norra;övriga anmälda partier;0
Kvarngärdet norra;Summa giltiga röster;990
Kvarngärdet norra;ej anmält deltagande;2
Kvarngärdet norra;blanka röster;10
Kvarngärdet norra;övriga ogiltiga;2
Kvarngärdet norra;Valdeltagande;1004
Gränby södra;Moderaterna;176
Gränby södra;Arbetarepartiet-Socialdemokraterna;364
Gränby södra;Liberalerna (tidigare Folkpartiet);44
Gränby södra;Centerpartiet;70
Gränby södra;Vänsterpartiet;129
Gränby södra;Miljöpartiet de gröna;40
Gränby södra;Kristdemokraterna;45
Gränby södra;Sverigedemokraterna;168
Gränby södra;Piratpartiet;3
Gränby södra;Feministiskt initiativ;1
Gränby södra;Landsbygdspartiet Oberoende;3
Gränby södra;Medborgerlig Samling;6
Gränby södra;Alternativ för Sverige;1
Gränby södra;Partiet Nyans;9
Gränby södra;Knapptryckarna;1
Gränby södra;Klimatalliansen;2
Gränby södra;Kristna Värdepartiet;1
Gränby södra;övriga anmälda partier;0
Gränby södra;Summa giltiga röster;1063
Gränby södra;ej anmält deltagande;0
Gränby södra;blanka röster;9
Gränby södra;övriga ogiltiga;1
Gränby södra;Valdeltagande;1073
Gränby norra - Brillinge;Moderaterna;149
Gränby norra - Brillinge;Arbetarepartiet-Socialdemokraterna;288
Gränby norra - Brillinge;Liberalerna (tidigare Folkpartiet);40
Gränby norra - Brillinge;Centerpartiet;56
Gränby norra - Brillinge;Vänsterpartiet;143
Gränby norra - Brillinge;Miljöpartiet de gröna;49
Gränby norra - Brillinge;Kristdemokraterna;53
Gränby norra - Brillinge;Sverigedemokraterna;130
Gränby norra - Brillinge;Piratpartiet;3
Gränby norra - Brillinge;Feministiskt initiativ;1
Gränby norra - Brillinge;Socialisterna-Välfärdspartiet;2
Gränby norra - Brillinge;Direktdemokraterna;1
Gränby norra - Brillinge;Medborgerlig Samling;1
Gränby norra - Brillinge;Alternativ för Sverige;2
Gränby norra - Brillinge;Partiet Nyans;10
Gränby norra - Brillinge;Kristna Värdepartiet;1
Gränby norra - Brillinge;övriga anmälda partier;0
Gränby norra - Brillinge;Summa giltiga röster;929
Gränby norra - Brillinge;ej anmält deltagande;0
Gränby norra - Brillinge;blanka röster;13
Gränby norra - Brillinge;övriga ogiltiga;1
Gränby norra - Brillinge;Valdeltagande;943
Gränby sydvästra;Moderaterna;42
Gränby sydvästra;Arbetarepartiet-Socialdemokraterna;306
Gränby sydvästra;Liberalerna (tidigare Folkpartiet);8
Gränby sydvästra;Centerpartiet;29
Gränby sydvästra;Vänsterpartiet;172
Gränby sydvästra;Miljöpartiet de gröna;33
Gränby sydvästra;Kristdemokraterna;21
Gränby sydvästra;Sverigedemokraterna;58
Gränby sydvästra;Piratpartiet;1
Gränby sydvästra;Feministiskt initiativ;2
Gränby sydvästra;Socialisterna-Välfärdspartiet;1
Gränby sydvästra;Medborgerlig Samling;1
Gränby sydvästra;Alternativ för Sverige;1
Gränby sydvästra;Partiet Vändpunkt;1
Gränby sydvästra;Partiet Nyans;69
Gränby sydvästra;Basinkomstpartiet;1
Gränby sydvästra;övriga anmälda partier;0
Gränby sydvästra;Summa giltiga röster;746
Gränby sydvästra;ej anmält deltagande;1
Gränby sydvästra;blanka röster;6
Gränby sydvästra;övriga ogiltiga;0
Gränby sydvästra;Valdeltagande;753
Gränby nordvästra;Moderaterna;114
Gränby nordvästra;Arbetarepartiet-Socialdemokraterna;261
Gränby nordvästra;Liberalerna (tidigare Folkpartiet);18
Gränby nordvästra;Centerpartiet;45
Gränby nordvästra;Vänsterpartiet;128
Gränby nordvästra;Miljöpartiet de gröna;50
Gränby nordvästra;Kristdemokraterna;45
Gränby nordvästra;Sverigedemokraterna;77
Gränby nordvästra;Piratpartiet;2
Gränby nordvästra;Feministiskt initiativ;1
Gränby nordvästra;Direktdemokraterna;3
Gränby nordvästra;Medborgerlig Samling;5
Gränby nordvästra;Alternativ för Sverige;5
Gränby nordvästra;Partiet Nyans;15
Gränby nordvästra;Knapptryckarna;1
Gränby nordvästra;Basinkomstpartiet;1
Gränby nordvästra;Klimatalliansen;1
Gränby nordvästra;Kristna Värdepartiet;3
Gränby nordvästra;MoD;1
Gränby nordvästra;SKP;1
Gränby nordvästra;övriga anmälda partier;0
Gränby nordvästra;Summa giltiga röster;777
Gränby nordvästra;ej anmält deltagande;0
Gränby nordvästra;blanka röster;4
Gränby nordvästra;övriga ogiltiga;2
Gränby nordvästra;Valdeltagande;783
Löten östra;Moderaterna;77
Löten östra;Arbetarepartiet-Socialdemokraterna;401
Löten östra;Liberalerna (tidigare Folkpartiet);28
Löten östra;Centerpartiet;50
Löten östra;Vänsterpartiet;142
Löten östra;Miljöpartiet de gröna;48
Löten östra;Kristdemokraterna;20
Löten östra;Sverigedemokraterna;87
Löten östra;Piratpartiet;2
Löten östra;Socialisterna-Välfärdspartiet;2
Löten östra;Medborgerlig Samling;7
Löten östra;Alternativ för Sverige;1
Löten östra;Partiet Vändpunkt;1
Löten östra;Partiet Nyans;9
Löten östra;övriga anmälda partier;0
Löten östra;Summa giltiga röster;875
Löten östra;ej anmält deltagande;0
Löten östra;blanka röster;8
Löten östra;övriga ogiltiga;0
Löten östra;Valdeltagande;883
Löten norra;Moderaterna;75
Löten norra;Arbetarepartiet-Socialdemokraterna;268
Löten norra;Liberalerna (tidigare Folkpartiet);14
Löten norra;Centerpartiet;34
Löten norra;Vänsterpartiet;143
Löten norra;Miljöpartiet de gröna;29
Löten norra;Kristdemokraterna;32
Löten norra;Sverigedemokraterna;111
Löten norra;Piratpartiet;2
Löten norra;Socialisterna-Välfärdspartiet;2
Löten norra;Direktdemokraterna;1
Löten norra;Alternativ för Sverige;2
Löten norra;Partiet Nyans;15
Löten norra;Basinkomstpartiet;1
Löten norra;Kristna Värdepartiet;1
Löten norra;MoD;2
Löten norra;övriga anmälda partier;0
Löten norra;Summa giltiga röster;732
Löten norra;ej anmält deltagande;0
Löten norra;blanka röster;7
Löten norra;övriga ogiltiga;1
Löten norra;Valdeltagande;740
Löten västra;Moderaterna;111
Löten västra;Arbetarepartiet-Socialdemokraterna;469
Löten västra;Liberalerna (tidigare Folkpartiet);33
Löten västra;Centerpartiet;61
Löten västra;Vänsterpartiet;119
Löten västra;Miljöpartiet de gröna;69
Löten västra;Kristdemokraterna;47
Löten västra;Sverigedemokraterna;131
Löten västra;Piratpartiet;2
Löten västra;Feministiskt initiativ;3
Löten västra;Socialisterna-Välfärdspartiet;2
Löten västra;Landsbygdspartiet Oberoende;1
Löten västra;Medborgerlig Samling;3
Löten västra;Alternativ för Sverige;2
Löten västra;Partiet Vändpunkt;1
Löten västra;Partiet Nyans;4
Löten västra;Kristna Värdepartiet;3
Löten västra;SKP;1
Löten västra;övriga anmälda partier;0
Löten västra;Summa giltiga röster;1062
Löten västra;ej anmält deltagande;1
Löten västra;blanka röster;16
Löten västra;övriga ogiltiga;3
Löten västra;Valdeltagande;1082
Nyby gård;Moderaterna;76
Nyby gård;Arbetarepartiet-Socialdemokraterna;197
Nyby gård;Liberalerna (tidigare Folkpartiet);25
Nyby gård;Centerpartiet;37
Nyby gård;Vänsterpartiet;74
Nyby gård;Miljöpartiet de gröna;33
Nyby gård;Kristdemokraterna;30
Nyby gård;Sverigedemokraterna;130
Nyby gård;Piratpartiet;1
Nyby gård;Feministiskt initiativ;2
Nyby gård;Klassiskt liberala partiet;1
Nyby gård;Alternativ för Sverige;2
Nyby gård;Partiet Nyans;6
Nyby gård;Klimatalliansen;1
Nyby gård;Kristna Värdepartiet;8
Nyby gård;MoD;1
Nyby gård;SKP;2
Nyby gård;övriga anmälda partier;0
Nyby gård;Summa giltiga röster;626
Nyby gård;ej anmält deltagande;0
Nyby gård;blanka röster;5
Nyby gård;övriga ogiltiga;0
Nyby gård;Valdeltagande;631
Gamla Uppsala - Yrsaparken;Moderaterna;136
Gamla Uppsala - Yrsaparken;Arbetarepartiet-Socialdemokraterna;179
Gamla Uppsala - Yrsaparken;Liberalerna (tidigare Folkpartiet);46
Gamla Uppsala - Yrsaparken;Centerpartiet;56
Gamla Uppsala - Yrsaparken;Vänsterpartiet;36
Gamla Uppsala - Yrsaparken;Miljöpartiet de gröna;39
Gamla Uppsala - Yrsaparken;Kristdemokraterna;28
Gamla Uppsala - Yrsaparken;Sverigedemokraterna;73
Gamla Uppsala - Yrsaparken;Piratpartiet;2
Gamla Uppsala - Yrsaparken;Socialisterna-Välfärdspartiet;1
Gamla Uppsala - Yrsaparken;Medborgerlig Samling;2
Gamla Uppsala - Yrsaparken;Alternativ för Sverige;1
Gamla Uppsala - Yrsaparken;Partiet Nyans;2
Gamla Uppsala - Yrsaparken;Knapptryckarna;1
Gamla Uppsala - Yrsaparken;övriga anmälda partier;0
Gamla Uppsala - Yrsaparken;Summa giltiga röster;602
Gamla Uppsala - Yrsaparken;ej anmält deltagande;0
Gamla Uppsala - Yrsaparken;blanka röster;6
Gamla Uppsala - Yrsaparken;övriga ogiltiga;0
Gamla Uppsala - Yrsaparken;Valdeltagande;608
Nyby södra;Moderaterna;121
Nyby södra;Arbetarepartiet-Socialdemokraterna;305
Nyby södra;Liberalerna (tidigare Folkpartiet);41
Nyby södra;Centerpartiet;54
Nyby södra;Vänsterpartiet;69
Nyby södra;Miljöpartiet de gröna;40
Nyby södra;Kristdemokraterna;57
Nyby södra;Sverigedemokraterna;116
Nyby södra;Piratpartiet;2
Nyby södra;Socialisterna-Välfärdspartiet;1
Nyby södra;Medborgerlig Samling;1
Nyby södra;Alternativ för Sverige;1
Nyby södra;Partiet Nyans;2
Nyby södra;Basinkomstpartiet;1
Nyby södra;Kristna Värdepartiet;2
Nyby södra;MoD;1
Nyby södra;SKP;1
Nyby södra;övriga anmälda partier;0
Nyby södra;Summa giltiga röster;815
Nyby södra;ej anmält deltagande;0
Nyby södra;blanka röster;5
Nyby södra;övriga ogiltiga;0
Nyby södra;Valdeltagande;820
Nyby norra;Moderaterna;141
Nyby norra;Arbetarepartiet-Socialdemokraterna;448
Nyby norra;Liberalerna (tidigare Folkpartiet);44
Nyby norra;Centerpartiet;62
Nyby norra;Vänsterpartiet;132
Nyby norra;Miljöpartiet de gröna;37
Nyby norra;Kristdemokraterna;48
Nyby norra;Sverigedemokraterna;176
Nyby norra;Piratpartiet;3
Nyby norra;Feministiskt initiativ;1
Nyby norra;Socialisterna-Välfärdspartiet;1
Nyby norra;Landsbygdspartiet Oberoende;1
Nyby norra;Direktdemokraterna;1
Nyby norra;Medborgerlig Samling;9
Nyby norra;Alternativ för Sverige;2
Nyby norra;Partiet Vändpunkt;1
Nyby norra;Partiet Nyans;6
Nyby norra;Knapptryckarna;2
Nyby norra;Kristna Värdepartiet;4
Nyby norra;MoD;1
Nyby norra;Kalle ankapartiet;1
Nyby norra;Stram Kurs Sverige;1
Nyby norra;övriga anmälda partier;0
Nyby norra;Summa giltiga röster;1122
Nyby norra;ej anmält deltagande;0
Nyby norra;blanka röster;12
Nyby norra;övriga ogiltiga;7
Nyby norra;Valdeltagande;1141
Gamla Uppsala;Moderaterna;283
Gamla Uppsala;Arbetarepartiet-Socialdemokraterna;298
Gamla Uppsala;Liberalerna (tidigare Folkpartiet);87
Gamla Uppsala;Centerpartiet;105
Gamla Uppsala;Vänsterpartiet;74
Gamla Uppsala;Miljöpartiet de gröna;70
Gamla Uppsala;Kristdemokraterna;83
Gamla Uppsala;Sverigedemokraterna;186
Gamla Uppsala;Piratpartiet;1
Gamla Uppsala;Feministiskt initiativ;1
Gamla Uppsala;Landsbygdspartiet Oberoende;1
Gamla Uppsala;Alternativ för Sverige;2
Gamla Uppsala;Partiet Nyans;2
Gamla Uppsala;MoD;1
Gamla Uppsala;övriga anmälda partier;0
Gamla Uppsala;Summa giltiga röster;1194
Gamla Uppsala;ej anmält deltagande;0
Gamla Uppsala;blanka röster;11
Gamla Uppsala;övriga ogiltiga;0
Gamla Uppsala;Valdeltagande;1205
Luthagen norra;Moderaterna;193
Luthagen norra;Arbetarepartiet-Socialdemokraterna;228
Luthagen norra;Liberalerna (tidigare Folkpartiet);63
Luthagen norra;Centerpartiet;71
Luthagen norra;Vänsterpartiet;86
Luthagen norra;Miljöpartiet de gröna;66
Luthagen norra;Kristdemokraterna;50
Luthagen norra;Sverigedemokraterna;93
Luthagen norra;Medborgerlig Samling;2
Luthagen norra;Alternativ för Sverige;4
Luthagen norra;Partiet Vändpunkt;1
Luthagen norra;Kristna Värdepartiet;1
Luthagen norra;övriga anmälda partier;0
Luthagen norra;Summa giltiga röster;858
Luthagen norra;ej anmält deltagande;0
Luthagen norra;blanka röster;5
Luthagen norra;övriga ogiltiga;0
Luthagen norra;Valdeltagande;863
Luthagen centrala;Moderaterna;206
Luthagen centrala;Arbetarepartiet-Socialdemokraterna;256
Luthagen centrala;Liberalerna (tidigare Folkpartiet);124
Luthagen centrala;Centerpartiet;111
Luthagen centrala;Vänsterpartiet;78
Luthagen centrala;Miljöpartiet de gröna;129
Luthagen centrala;Kristdemokraterna;37
Luthagen centrala;Sverigedemokraterna;76
Luthagen centrala;Piratpartiet;2
Luthagen centrala;Medborgerlig Samling;6
Luthagen centrala;Alternativ för Sverige;4
Luthagen centrala;övriga anmälda partier;0
Luthagen centrala;Summa giltiga röster;1029
Luthagen centrala;ej anmält deltagande;0
Luthagen centrala;blanka röster;4
Luthagen centrala;övriga ogiltiga;0
Luthagen centrala;Valdeltagande;1033
Studentstaden - Observatoriet;Moderaterna;107
Studentstaden - Observatoriet;Arbetarepartiet-Socialdemokraterna;232
Studentstaden - Observatoriet;Liberalerna (tidigare Folkpartiet);79
Studentstaden - Observatoriet;Centerpartiet;91
Studentstaden - Observatoriet;Vänsterpartiet;180
Studentstaden - Observatoriet;Miljöpartiet de gröna;159
Studentstaden - Observatoriet;Kristdemokraterna;13
Studentstaden - Observatoriet;Sverigedemokraterna;29
Studentstaden - Observatoriet;Piratpartiet;3
Studentstaden - Observatoriet;Landsbygdspartiet Oberoende;1
Studentstaden - Observatoriet;Direktdemokraterna;2
Studentstaden - Observatoriet;Medborgerlig Samling;6
Studentstaden - Observatoriet;Alternativ för Sverige;2
Studentstaden - Observatoriet;Partiet Nyans;2
Studentstaden - Observatoriet;Klimatalliansen;1
Studentstaden - Observatoriet;övriga anmälda partier;0
Studentstaden - Observatoriet;Summa giltiga röster;907
Studentstaden - Observatoriet;ej anmält deltagande;0
Studentstaden - Observatoriet;blanka röster;8
Studentstaden - Observatoriet;övriga ogiltiga;0
Studentstaden - Observatoriet;Valdeltagande;915
Studentstaden - Rackarberget;Moderaterna;91
Studentstaden - Rackarberget;Arbetarepartiet-Socialdemokraterna;219
Studentstaden - Rackarberget;Liberalerna (tidigare Folkpartiet);74
Studentstaden - Rackarberget;Centerpartiet;95
Studentstaden - Rackarberget;Vänsterpartiet;216
Studentstaden - Rackarberget;Miljöpartiet de gröna;178
Studentstaden - Rackarberget;Kristdemokraterna;31
Studentstaden - Rackarberget;Sverigedemokraterna;43
Studentstaden - Rackarberget;Piratpartiet;3
Studentstaden - Rackarberget;Direktdemokraterna;1
Studentstaden - Rackarberget;Nordiska motståndsrörelsen;1
Studentstaden - Rackarberget;Medborgerlig Samling;3
Studentstaden - Rackarberget;Alternativ för Sverige;5
Studentstaden - Rackarberget;Partiet Vändpunkt;1
Studentstaden - Rackarberget;Partiet Nyans;1
Studentstaden - Rackarberget;Knapptryckarna;2
Studentstaden - Rackarberget;SKP;1
Studentstaden - Rackarberget;övriga anmälda partier;0
Studentstaden - Rackarberget;Summa giltiga röster;965
Studentstaden - Rackarberget;ej anmält deltagande;1
Studentstaden - Rackarberget;blanka röster;6
Studentstaden - Rackarberget;övriga ogiltiga;0
Studentstaden - Rackarberget;Valdeltagande;972
Studentstaden - Studentvägen;Moderaterna;132
Studentstaden - Studentvägen;Arbetarepartiet-Socialdemokraterna;243
Studentstaden - Studentvägen;Liberalerna (tidigare Folkpartiet);94
Studentstaden - Studentvägen;Centerpartiet;108
Studentstaden - Studentvägen;Vänsterpartiet;173
Studentstaden - Studentvägen;Miljöpartiet de gröna;159
Studentstaden - Studentvägen;Kristdemokraterna;44
Studentstaden - Studentvägen;Sverigedemokraterna;45
Studentstaden - Studentvägen;Piratpartiet;2
Studentstaden - Studentvägen;Feministiskt initiativ;1
Studentstaden - Studentvägen;Socialisterna-Välfärdspartiet;2
Studentstaden - Studentvägen;Landsbygdspartiet Oberoende;1
Studentstaden - Studentvägen;Direktdemokraterna;1
Studentstaden - Studentvägen;Medborgerlig Samling;3
Studentstaden - Studentvägen;Alternativ för Sverige;1
Studentstaden - Studentvägen;Svenska Rikslagen;1
Studentstaden - Studentvägen;Kristna Värdepartiet;5
Studentstaden - Studentvägen;övriga anmälda partier;0
Studentstaden - Studentvägen;Summa giltiga röster;1015
Studentstaden - Studentvägen;ej anmält deltagande;1
Studentstaden - Studentvägen;blanka röster;7
Studentstaden - Studentvägen;övriga ogiltiga;0
Studentstaden - Studentvägen;Valdeltagande;1023
Luthagen sydvästra;Moderaterna;151
Luthagen sydvästra;Arbetarepartiet-Socialdemokraterna;277
Luthagen sydvästra;Liberalerna (tidigare Folkpartiet);94
Luthagen sydvästra;Centerpartiet;107
Luthagen sydvästra;Vänsterpartiet;109
Luthagen sydvästra;Miljöpartiet de gröna;140
Luthagen sydvästra;Kristdemokraterna;45
Luthagen sydvästra;Sverigedemokraterna;56
Luthagen sydvästra;Feministiskt initiativ;1
Luthagen sydvästra;Socialisterna-Välfärdspartiet;1
Luthagen sydvästra;Medborgerlig Samling;3
Luthagen sydvästra;Alternativ för Sverige;1
Luthagen sydvästra;SKP;2
Luthagen sydvästra;övriga anmälda partier;0
Luthagen sydvästra;Summa giltiga röster;987
Luthagen sydvästra;ej anmält deltagande;0
Luthagen sydvästra;blanka röster;6
Luthagen sydvästra;övriga ogiltiga;0
Luthagen sydvästra;Valdeltagande;993
Luthagen - Tiundaskolan;Moderaterna;212
Luthagen - Tiundaskolan;Arbetarepartiet-Socialdemokraterna;296
Luthagen - Tiundaskolan;Liberalerna (tidigare Folkpartiet);108
Luthagen - Tiundaskolan;Centerpartiet;115
Luthagen - Tiundaskolan;Vänsterpartiet;108
Luthagen - Tiundaskolan;Miljöpartiet de gröna;195
Luthagen - Tiundaskolan;Kristdemokraterna;38
Luthagen - Tiundaskolan;Sverigedemokraterna;80
Luthagen - Tiundaskolan;Piratpartiet;2
Luthagen - Tiundaskolan;Feministiskt initiativ;1
Luthagen - Tiundaskolan;Klassiskt liberala partiet;1
Luthagen - Tiundaskolan;Landsbygdspartiet Oberoende;1
Luthagen - Tiundaskolan;Medborgerlig Samling;3
Luthagen - Tiundaskolan;Alternativ för Sverige;3
Luthagen - Tiundaskolan;Knapptryckarna;1
Luthagen - Tiundaskolan;Basinkomstpartiet;1
Luthagen - Tiundaskolan;Klimatalliansen;1
Luthagen - Tiundaskolan;MoD;3
Luthagen - Tiundaskolan;Stram Kurs Sverige;1
Luthagen - Tiundaskolan;övriga anmälda partier;0
Luthagen - Tiundaskolan;Summa giltiga röster;1170
Luthagen - Tiundaskolan;ej anmält deltagande;0
Luthagen - Tiundaskolan;blanka röster;4
Luthagen - Tiundaskolan;övriga ogiltiga;1
Luthagen - Tiundaskolan;Valdeltagande;1175
Rickomberga;Moderaterna;129
Rickomberga;Arbetarepartiet-Socialdemokraterna;252
Rickomberga;Liberalerna (tidigare Folkpartiet);50
Rickomberga;Centerpartiet;53
Rickomberga;Vänsterpartiet;112
Rickomberga;Miljöpartiet de gröna;93
Rickomberga;Kristdemokraterna;37
Rickomberga;Sverigedemokraterna;83
Rickomberga;Feministiskt initiativ;2
Rickomberga;Socialisterna-Välfärdspartiet;2
Rickomberga;Direktdemokraterna;1
Rickomberga;Nordiska motståndsrörelsen;1
Rickomberga;Medborgerlig Samling;2
Rickomberga;Alternativ för Sverige;1
Rickomberga;Partiet Nyans;1
Rickomberga;MoD;1
Rickomberga;övriga anmälda partier;0
Rickomberga;Summa giltiga röster;820
Rickomberga;ej anmält deltagande;0
Rickomberga;blanka röster;9
Rickomberga;övriga ogiltiga;1
Rickomberga;Valdeltagande;830
Luthagen - Seminariet;Moderaterna;154
Luthagen - Seminariet;Arbetarepartiet-Socialdemokraterna;311
Luthagen - Seminariet;Liberalerna (tidigare Folkpartiet);58
Luthagen - Seminariet;Centerpartiet;99
Luthagen - Seminariet;Vänsterpartiet;133
Luthagen - Seminariet;Miljöpartiet de gröna;87
Luthagen - Seminariet;Kristdemokraterna;32
Luthagen - Seminariet;Sverigedemokraterna;118
Luthagen - Seminariet;Medborgerlig Samling;2
Luthagen - Seminariet;Alternativ för Sverige;5
Luthagen - Seminariet;Partiet Nyans;1
Luthagen - Seminariet;Kristna Värdepartiet;5
Luthagen - Seminariet;MoD;2
Luthagen - Seminariet;Volt Sverige;1
Luthagen - Seminariet;övriga anmälda partier;0
Luthagen - Seminariet;Summa giltiga röster;1008
Luthagen - Seminariet;ej anmält deltagande;0
Luthagen - Seminariet;blanka röster;8
Luthagen - Seminariet;övriga ogiltiga;1
Luthagen - Seminariet;Valdeltagande;1017
Luthagen - Eriksdal;Moderaterna;221
